treat,age,hisp,black,married,educ,nodegr,re19,re20,re22
0,61,0,0,1,9.0,1,37089,37541,46491
0,40,1,1,0,12.8,0,51719,51517,39471
1,43,0,0,0,10.0,0,28950,27648,49112
1,41,0,1,0,10.0,0,34767,35149,37843
1,52,0,0,0,7.0,0,39962,40531,44288
1,26,0,0,1,13.0,0,24258,24183,44536
0,27,1,0,1,12.8,0,21445,23322,44747
0,37,1,0,0,10.8,0,40315,40416,48103
1,56,0,0,0,11.0,0,38514,38377,43618
0,52,0,1,0,13.0,0,41080,41387,37699
1,40,1,0,0,9.8,0,30026,31972,44841
1,22,0,1,1,12.0,0,31065,30598,48822
1,58,0,1,0,13.0,0,49218,47787,42037
1,27,0,0,0,8.0,0,56936,58074,40302
0,31,0,0,1,8.0,0,54084,53926,43317
1,20,0,1,0,9.0,0,52839,52542,37673
0,23,0,0,1,10.0,1,47187,47737,38039
1,48,1,1,0,10.8,0,48847,50137,44744
1,60,1,0,0,11.8,0,50768,50684,44334
0,18,0,0,1,12.0,0,42321,42410,35232
0,55,0,0,0,8.0,0,54508,54130,39507
0,57,0,0,1,9.0,0,46542,48689,42746
0,24,1,0,1,9.8,0,34753,33645,42351
0,23,0,0,0,9.0,0,43890,44368,44496
1,40,0,0,0,9.0,0,36965,36199,46125
1,47,0,0,0,10.0,0,22953,22588,42765
1,64,0,0,0,13.0,0,41502,39796,45012
0,42,1,1,0,10.8,0,33632,33470,45693
1,52,0,0,0,9.0,0,54289,51501,45507
1,21,0,0,1,8.0,0,35433,35732,41043
0,63,0,0,0,11.0,0,51824,51909,43960
1,54,1,0,0,10.8,0,34485,33902,47079
1,41,0,0,0,13.0,0,39778,38620,48827
0,26,0,1,1,7.0,1,39636,39169,38793
0,42,0,0,1,7.0,0,42457,40877,36708
0,47,1,0,0,12.8,0,51478,49449,37967
1,46,0,0,0,12.0,0,44353,44381,46802
1,62,1,1,1,9.8,0,54583,54215,42981
0,62,0,0,0,13.0,0,36509,36472,44614
0,57,1,0,0,6.8,0,38218,38311,40696
0,45,0,0,0,10.0,0,59411,59667,34068
0,46,0,0,0,9.0,0,31517,32067,48597
0,23,1,0,0,11.8,0,31134,32318,36542
0,63,0,0,0,11.0,0,29460,28912,45310
0,55,0,0,0,10.0,0,49239,48001,40077
0,27,0,0,1,7.0,0,40737,42683,43062
0,61,1,0,0,9.8,0,55319,56446,44764
1,33,1,0,1,9.8,0,38378,39634,43513
1,52,0,1,0,7.0,0,24504,24975,38318
0,57,0,0,1,10.0,0,33556,35946,44103
0,29,1,0,0,9.8,1,52784,49846,43140
1,27,0,1,0,7.0,0,36847,34274,50209
1,44,0,1,1,7.0,0,49817,47969,40861
0,60,0,0,1,8.0,0,44312,42429,40290
1,47,0,0,0,11.0,0,23391,22731,49355
0,44,0,0,1,12.0,0,20907,20922,42276
1,39,1,0,0,7.8,0,44194,45212,44726
1,20,0,1,1,7.0,0,56174,56069,39428
0,51,0,0,1,7.0,0,30789,32536,45305
1,22,0,1,1,7.0,0,38599,39041,32797
0,31,0,1,1,10.0,1,41053,41002,40736
0,20,0,0,1,13.0,0,50567,51122,46151
1,41,0,0,1,11.0,0,55614,53609,44769
1,39,1,1,1,7.8,0,21039,21865,39699
1,62,0,1,0,7.0,0,55524,55938,38797
0,29,0,1,0,7.0,0,46926,46797,36074
0,20,0,0,1,8.0,1,53960,53684,41488
1,57,1,0,0,10.8,0,37455,39117,47773
0,24,1,0,1,11.8,1,47077,47269,40925
0,38,0,0,1,9.0,0,58683,57827,41913
1,53,0,0,0,12.0,0,55214,56171,44180
0,44,0,1,1,13.0,0,30004,28645,47001
0,26,0,0,1,12.0,0,47814,47618,46862
1,62,0,0,0,8.0,0,32119,33401,48386
0,62,0,0,0,12.0,0,44371,45326,51404
1,42,1,0,0,12.8,0,57246,57123,48211
0,61,0,1,0,12.0,0,58471,58132,40220
1,35,0,0,0,7.0,0,54339,54449,43424
1,45,0,1,1,10.0,0,20259,21310,36112
1,23,0,0,1,12.0,0,52335,51969,41280
0,64,0,1,0,12.0,0,25292,25424,49386
1,32,1,0,1,8.8,0,42107,43990,41598
0,36,0,1,1,10.0,0,29457,29813,39832
0,22,1,0,1,12.8,1,56100,57756,43853
0,58,0,0,0,11.0,0,30247,29856,39776
1,44,0,1,1,9.0,1,33804,33636,44743
0,23,0,0,1,8.0,0,48795,49954,36583
1,49,0,0,1,8.0,0,23809,23769,42496
0,58,0,0,1,7.0,0,24085,24986,39769
1,31,0,1,0,13.0,0,49224,47568,49051
0,21,0,1,1,9.0,0,45446,46188,32497
0,64,0,1,1,13.0,1,55958,57064,40917
0,58,1,0,0,7.8,0,41098,42757,46166
0,41,0,0,0,8.0,0,33460,33745,45201
1,48,0,0,1,11.0,0,40241,41002,40684
0,40,1,0,0,7.8,0,45750,42633,39596
0,51,1,0,0,7.8,0,50252,50512,39760
0,26,1,0,0,9.8,0,53567,53118,43619
1,22,0,0,1,12.0,0,31498,30336,50091
1,39,0,0,1,13.0,0,57797,56070,45162
0,50,0,0,0,7.0,0,58305,58555,42796
0,49,0,1,0,12.0,0,27516,27406,45418
0,58,1,0,0,7.8,0,47947,48565,42960
1,36,0,0,0,12.0,0,53093,53840,41229
0,28,0,1,1,8.0,0,49768,48189,44940
0,26,0,0,1,7.0,0,36729,36105,34501
0,45,0,1,1,13.0,0,33744,32261,38832
0,29,0,0,1,7.0,0,26236,26842,38265
1,22,1,0,1,6.8,1,27786,27061,39340
0,39,0,0,1,12.0,0,38351,38430,40929
0,41,0,1,1,10.0,0,45556,44561,47468
1,57,0,1,0,13.0,0,35772,35846,45086
1,56,0,0,1,10.0,0,31595,32046,43378
1,45,0,0,1,7.0,0,24614,25379,40699
1,39,0,0,0,10.0,0,22913,22760,39941
0,22,0,0,0,7.0,0,47576,47978,39027
1,54,1,1,1,8.8,0,30604,28353,41435
0,54,0,1,0,12.0,0,42423,42098,45172
1,60,0,0,0,9.0,0,50557,50473,43838
1,42,0,0,0,9.0,0,37803,37470,41915
1,27,0,0,0,12.0,0,52874,52939,45314
1,49,1,0,1,11.8,0,57259,58058,45492
1,57,1,1,0,9.8,0,43688,44467,43307
0,56,1,1,0,7.8,0,38738,37815,42900
1,63,0,1,0,11.0,0,43766,44797,49274
1,44,1,1,0,8.8,0,40667,38871,39332
0,52,0,0,1,9.0,0,38923,39146,34974
1,30,0,0,1,10.0,0,51071,48942,36610
0,54,1,1,1,6.8,0,36244,33655,47297
0,49,0,0,0,10.0,0,49830,52603,50757
1,64,0,0,0,7.0,0,56537,56964,42130
1,64,0,1,0,10.0,0,53906,53004,45614
0,49,0,0,0,8.0,0,40102,39059,39640
0,33,1,1,1,9.8,0,49174,49588,44959
0,59,0,1,0,10.0,0,31733,30658,54330
1,30,0,0,1,13.0,0,50800,50854,45983
1,46,0,0,0,7.0,0,55897,54132,39534
0,49,0,0,0,10.0,0,35979,36631,33879
0,28,0,0,1,12.0,1,25662,26636,39054
1,58,0,0,0,7.0,0,37896,38656,49417
1,53,1,0,0,9.8,0,46958,46840,40884
1,35,0,1,1,7.0,0,22568,20966,44075
1,29,0,0,1,9.0,0,25949,28184,45036
0,19,0,0,1,8.0,0,28698,30402,41581
0,64,0,0,0,7.0,0,49064,49130,38457
0,39,0,0,1,12.0,0,44604,45383,40018
1,54,0,0,0,9.0,0,53588,53051,45958
0,36,0,0,0,8.0,1,27308,27876,41063
1,26,0,0,0,10.0,0,58107,56078,49073
1,19,1,1,1,12.8,1,43195,42349,34225
0,23,0,1,1,11.0,0,45989,45712,43940
0,24,1,0,1,9.8,0,56720,56106,48454
0,41,1,0,0,12.8,0,28288,28831,39806
0,61,1,1,0,10.8,0,29720,31435,42494
0,46,0,0,0,10.0,0,57689,59179,44474
0,63,0,0,0,13.0,0,59200,58023,48258
0,25,0,1,1,12.0,0,44081,44867,40075
0,50,1,0,0,9.8,0,47885,47503,43585
0,51,0,0,0,8.0,0,32986,33456,36373
0,29,0,0,1,13.0,0,24385,22948,37283
0,20,0,0,1,7.0,0,41637,42565,42682
0,59,0,1,1,11.0,0,29163,29090,44874
1,36,0,0,1,7.0,0,28479,27780,46070
0,23,0,0,1,7.0,1,52640,52600,33369
0,27,0,0,0,8.0,0,52196,52978,34789
0,52,0,1,1,7.0,0,58279,58807,39867
1,60,0,1,0,10.0,0,37831,37950,42887
0,45,0,0,0,8.0,0,34947,34358,43874
1,56,0,0,0,7.0,0,33348,34410,44426
0,21,0,0,1,12.0,0,22370,23197,46348
0,56,1,1,0,6.8,0,50345,50266,47464
1,62,0,1,1,11.0,0,58528,57961,48005
1,42,1,0,1,10.8,0,29100,28750,52126
1,51,0,0,0,10.0,0,40240,40171,43591
1,38,1,1,1,10.8,0,28596,27317,38722
1,44,1,0,0,8.8,0,45558,44520,42238
1,49,1,0,0,9.8,0,44908,45613,41462
0,22,0,0,1,8.0,1,21943,22043,40095
0,56,1,0,0,7.8,0,58636,59339,38437
0,40,1,0,1,8.8,0,53800,52674,40191
1,51,1,0,1,6.8,0,41081,41044,40534
0,55,0,0,0,9.0,0,44297,44727,46595
1,59,0,0,1,12.0,0,48446,47442,53552
0,26,1,1,1,7.8,1,38879,39625,34639
1,38,1,0,1,12.8,0,30934,32599,39169
0,39,0,0,0,13.0,0,45318,43415,44536
1,37,0,0,1,13.0,0,22473,23776,52176
1,59,0,0,1,13.0,0,20117,19484,50186
1,18,0,1,1,12.0,0,26538,25333,48615
1,45,0,0,1,12.0,0,48501,48736,45834
0,49,1,1,0,10.8,0,55856,55770,45371
1,60,0,0,1,8.0,0,24599,23491,52243
1,56,1,0,0,12.8,0,35876,36307,38256
0,51,0,0,0,11.0,0,39249,40278,45943
1,54,0,1,0,10.0,0,52071,50495,42845
1,42,0,1,1,8.0,0,45788,46165,43539
1,56,0,1,1,11.0,0,38652,37059,48910
0,50,0,1,0,7.0,0,59029,58506,37198
1,46,0,0,1,8.0,0,47834,46900,41602
1,36,0,0,1,7.0,0,53612,53044,39764
1,53,0,1,0,10.0,0,31559,32290,43177
1,58,0,0,0,8.0,0,47876,48259,38015
1,25,0,0,1,10.0,1,26838,26998,39579
1,62,0,0,0,10.0,0,47302,47318,46210
1,44,0,1,1,8.0,0,23930,22837,46187
1,37,1,0,1,7.8,0,21592,24029,43394
1,60,0,0,1,13.0,0,20352,21523,43600
0,51,0,0,0,13.0,0,54020,53106,47118
0,56,1,1,0,11.8,0,39871,38968,52011
0,18,1,0,1,8.8,1,51641,50781,35563
0,53,0,1,0,8.0,0,49076,48300,38031
1,44,1,0,1,9.8,0,35866,35273,39958
0,45,0,0,1,13.0,0,43953,43611,43126
1,42,0,0,1,12.0,0,23939,23166,48044
0,37,0,0,1,12.0,0,31253,32513,45552
1,57,0,0,0,13.0,0,48471,49109,47593
1,57,0,0,0,7.0,0,21791,21252,50535
0,51,1,0,0,11.8,0,56303,55363,37487
0,52,0,0,0,13.0,0,36649,36806,41740
0,21,0,0,1,8.0,1,46020,47187,47045
0,42,0,0,1,9.0,1,55512,55376,37130
0,61,0,0,0,8.0,0,25190,24263,39740
0,31,0,0,1,11.0,0,38570,36956,40943
1,47,0,0,0,13.0,0,47362,48846,40861
1,51,0,0,0,11.0,0,46391,47830,42339
1,56,1,1,0,11.8,0,40552,41390,43191
0,32,0,0,1,7.0,0,37702,37752,40345
1,61,0,0,0,7.0,0,58959,57696,45197
1,56,1,0,0,7.8,0,22500,23184,34950
1,42,0,0,1,10.0,0,52361,53517,43413
0,36,1,0,0,8.8,0,22287,22784,44417
1,44,1,0,0,11.8,0,50711,51040,43973
0,37,0,0,1,8.0,0,20886,20255,35770
1,42,0,0,1,13.0,0,59647,59727,42523
1,25,0,1,0,8.0,0,55402,53926,42293
1,37,0,0,1,8.0,0,53586,53220,34390
0,58,0,1,0,7.0,0,26152,26292,38146
1,31,0,0,1,11.0,0,37650,36693,43841
0,53,0,0,0,13.0,0,45273,45146,43535
0,37,1,1,1,6.8,0,26694,27105,38949
0,62,1,0,0,8.8,0,36632,36364,38056
1,63,0,0,0,10.0,0,38818,38049,41605
1,45,0,1,1,7.0,0,42926,43340,37405
1,42,0,0,1,12.0,0,20184,18834,46515
0,56,0,1,0,8.0,0,21706,22608,46573
0,26,0,0,1,13.0,0,23862,23918,44473
0,28,0,0,1,8.0,0,31967,30614,37713
1,33,1,1,1,12.8,0,39909,40718,43358
1,38,0,0,1,9.0,0,42825,44447,40171
1,42,0,1,1,11.0,0,39368,39662,32906
0,52,0,0,0,9.0,0,33523,32932,33603
0,58,0,0,1,8.0,0,31426,29517,36211
1,46,1,0,1,7.8,0,20165,19452,35826
1,64,0,1,0,8.0,0,29755,31690,42789
0,34,1,1,1,10.8,0,43134,42924,39674
1,28,0,0,1,11.0,0,42349,41867,40565
1,42,0,1,0,10.0,0,50006,48595,46392
0,24,1,1,1,10.8,0,30799,29413,39732
0,52,0,0,0,10.0,0,43885,43954,45566
0,37,0,0,1,10.0,0,20179,20955,41731
1,58,0,1,0,7.0,0,22487,22061,44208
0,30,0,1,1,12.0,0,29211,28436,45659
0,19,1,1,1,11.8,0,28969,27877,41774
0,34,0,0,1,10.0,1,51780,52878,40775
0,21,0,1,0,8.0,0,56237,58920,39682
1,32,1,1,1,11.8,1,25171,25641,47621
1,21,1,1,1,9.8,0,36719,36916,34464
1,63,0,0,0,10.0,0,46636,46108,44860
0,26,0,0,0,13.0,0,56609,55338,42971
0,19,1,1,1,11.8,0,25400,25960,38801
1,30,1,1,1,7.8,1,46164,46368,40779
0,55,1,1,1,11.8,0,23759,25071,38927
0,51,0,0,0,8.0,0,59320,59618,42298
0,22,0,0,1,7.0,0,36027,35287,36409
0,38,0,0,1,8.0,0,45518,44981,46073
1,52,1,0,1,10.8,0,32617,32076,44168
0,38,1,1,0,10.8,0,58137,58378,41993
1,23,0,0,1,8.0,1,49791,50251,36287
0,35,1,0,0,10.8,0,57960,59087,43753
0,33,0,0,1,9.0,0,46101,46912,36787
0,21,0,0,1,7.0,0,28987,30754,40484
1,22,0,0,0,11.0,0,49600,48875,48335
1,20,1,0,1,7.8,1,42204,42105,41638
1,56,0,0,0,9.0,0,29731,28487,50076
0,24,0,1,0,12.0,1,45723,47403,41267
1,45,0,0,0,9.0,0,22663,22613,39022
1,41,0,1,1,7.0,0,22105,21137,43650
0,38,1,1,1,6.8,0,45050,43067,35530
1,50,1,1,0,11.8,0,55315,54491,44984
0,49,0,1,0,11.0,0,26651,28622,52458
1,55,0,1,1,7.0,0,26272,26539,40360
1,30,0,0,0,9.0,0,47669,47533,44731
0,42,1,0,1,8.8,0,59883,60535,41544
0,40,0,1,1,13.0,0,44816,43316,41306
1,22,0,0,1,10.0,0,37067,37607,44512
0,30,0,0,1,13.0,0,22667,23142,42851
0,23,1,0,1,10.8,0,55750,54202,31844
1,43,0,0,0,13.0,0,48615,49525,47552
0,27,1,1,1,10.8,0,35354,34642,36760
1,53,0,0,0,7.0,0,32791,33615,45528
1,60,1,0,1,12.8,0,54885,53333,35158
0,43,0,0,1,8.0,0,56057,55772,41395
0,44,0,0,0,11.0,0,29618,31101,36986
1,30,0,1,1,9.0,0,20744,19974,42677
0,60,1,0,0,6.8,0,58424,59764,40661
1,63,1,0,0,11.8,0,34227,34323,33379
0,28,0,0,1,10.0,0,31385,31209,33973
1,29,0,0,1,10.0,0,49155,49250,37558
1,49,0,1,0,8.0,0,30388,30030,51817
0,55,0,0,1,9.0,0,52087,54293,51555
0,20,1,0,1,8.8,1,40957,41423,38150
0,59,0,0,1,9.0,0,33184,33256,36864
1,49,0,1,0,10.0,0,49992,50452,48960
0,28,0,0,1,7.0,0,33024,32632,34909
0,49,0,1,1,9.0,0,23922,23813,43552
1,26,0,1,1,13.0,0,44007,43057,49277
0,58,1,0,0,8.8,0,56720,58299,39370
1,54,1,1,1,12.8,0,34330,33477,44772
1,46,0,0,0,7.0,0,55179,56713,38643
1,38,0,0,1,10.0,0,56098,56039,40310
1,31,0,0,1,13.0,0,34234,34781,40434
1,37,0,0,1,9.0,0,52932,53365,49940
1,32,0,0,1,10.0,0,34987,32598,39874
0,22,0,0,1,9.0,1,20424,20312,40672
1,55,0,1,0,8.0,0,29809,30175,45384
0,55,0,0,0,12.0,0,32786,33648,50826
0,24,0,1,0,10.0,0,33442,33255,32217
0,39,1,1,1,12.8,0,31594,31033,43403
0,47,0,0,0,7.0,0,30172,29826,37942
0,31,1,0,0,7.8,0,37620,36984,40536
0,41,1,1,1,7.8,0,20466,19076,45261
1,61,1,0,0,12.8,0,53356,52667,44379
0,34,0,1,1,10.0,0,49285,47623,41063
0,29,0,0,1,7.0,1,48780,48218,40565
0,40,1,0,1,9.8,0,58928,58196,43919
0,35,1,0,0,8.8,0,38708,38479,45487
0,55,0,0,0,12.0,0,22359,22042,46813
0,40,0,0,1,9.0,1,28300,28486,39593
0,56,1,0,0,10.8,0,59093,60028,45028
1,61,0,0,0,12.0,0,45058,43806,47094
1,53,0,1,0,11.0,0,49315,49302,53494
0,61,0,0,0,12.0,0,54155,54357,41949
1,23,0,0,0,9.0,0,30362,31151,51936
1,18,0,0,1,8.0,0,48474,49406,41438
1,48,0,1,1,7.0,0,34289,33463,32844
0,62,1,0,0,6.8,0,33107,32636,45887
1,31,0,0,0,9.0,1,58129,57315,36089
0,23,0,0,1,10.0,0,47002,49563,40663
1,41,1,0,1,6.8,0,22708,24078,44555
1,60,1,0,0,9.8,0,56928,57131,44492
0,61,0,0,0,11.0,0,46807,45817,44568
1,44,0,1,0,9.0,0,35904,38787,35967
0,56,1,0,0,8.8,0,58701,55699,47907
0,18,0,0,0,9.0,1,35574,36923,37494
1,21,0,0,1,9.0,0,43338,43686,41262
0,29,0,0,1,11.0,0,21262,21782,41782
1,48,0,0,0,9.0,0,52559,51099,48495
0,42,0,0,0,10.0,0,35077,35650,39818
0,50,0,0,0,8.0,0,39104,40124,40325
1,50,0,0,0,11.0,0,36419,36064,42482
0,31,0,0,0,10.0,0,58229,60153,41435
0,22,0,0,1,8.0,1,22813,23576,39366
1,22,0,0,0,9.0,0,52710,51726,36447
0,53,0,0,0,12.0,0,27696,27125,46654
0,61,0,1,1,7.0,0,40708,40891,40283
1,30,1,0,1,11.8,0,47549,46799,47961
1,24,1,0,0,11.8,0,48828,49616,48495
0,22,0,1,1,12.0,0,47950,47691,37404
1,22,1,0,1,8.8,0,33117,33215,42037
0,20,0,0,1,11.0,0,53715,54506,39084
0,36,1,1,1,7.8,0,46249,45329,40247
0,24,1,1,1,7.8,0,50692,48753,38952
1,40,0,1,1,9.0,0,28749,27905,51892
0,26,0,0,1,8.0,0,20813,19680,39537
0,44,0,1,1,11.0,0,30403,30521,39814
0,59,0,1,0,13.0,0,51623,52427,38641
0,56,0,0,1,10.0,0,59784,61002,37459
1,31,0,0,1,13.0,0,30009,30103,47401
1,61,0,1,1,12.0,0,26577,24165,43770
1,40,0,0,1,13.0,0,39686,40740,47560
0,29,1,0,1,7.8,1,29487,27481,38365
1,19,0,1,1,8.0,0,50920,49760,36352
1,52,0,1,0,11.0,0,27284,27214,51499
0,22,0,0,1,12.0,1,50848,52692,44122
1,38,1,0,1,11.8,0,56964,54491,44754
0,44,1,0,1,6.8,0,35971,36850,33795
0,30,0,0,0,12.0,1,39498,38393,44507
0,64,1,1,0,10.8,0,27385,26664,48092
1,32,0,1,1,13.0,0,55031,55011,45568
0,57,0,1,0,9.0,0,50303,49917,44288
0,54,0,0,0,10.0,0,59714,62149,43973
1,52,0,0,0,9.0,0,32992,32584,43025
0,37,1,0,0,6.8,0,41949,42003,36765
1,51,0,0,0,7.0,0,56310,53696,42765
1,37,0,0,0,10.0,0,40423,42639,39247
1,30,1,1,1,11.8,0,21204,22865,40351
0,62,0,0,1,10.0,0,32969,32971,47137
0,62,1,0,0,8.8,0,41280,42301,33806
0,57,0,1,0,8.0,1,59179,60038,45890
0,19,0,0,1,13.0,0,43215,43149,40735
0,44,0,0,1,10.0,0,23396,24647,40258
0,32,1,0,1,10.8,0,35915,35408,46595
0,55,0,1,0,9.0,0,56561,56741,46398
1,26,1,0,1,12.8,0,50290,50933,42988
1,61,0,0,0,9.0,0,53596,52894,47001
1,33,0,0,1,10.0,0,56547,56399,45967
0,63,0,0,0,8.0,0,51335,51493,40667
1,47,0,0,1,10.0,0,54074,54419,39949
1,43,0,1,1,7.0,0,36611,37101,48964
1,35,0,0,1,9.0,1,43099,40280,37851
1,62,0,0,0,13.0,0,46617,48201,47220
1,34,1,0,0,10.8,0,44262,43361,38827
0,64,1,0,0,12.8,0,38795,37829,42625
0,41,0,0,1,11.0,0,39200,38993,40475
1,35,0,0,1,8.0,0,47036,48697,53346
0,57,0,0,0,10.0,0,34980,35857,43840
1,24,0,1,1,13.0,0,20085,18944,39884
0,39,0,0,0,7.0,0,43503,41139,42848
0,52,0,0,0,13.0,0,53002,52571,40653
1,35,1,1,0,7.8,1,57401,59211,41310
0,31,1,0,1,7.8,0,34411,34861,34560
0,37,0,0,1,9.0,0,56149,56735,36846
1,29,1,0,1,7.8,0,55074,54265,31024
0,34,0,0,1,12.0,0,25421,24390,48857
1,52,1,0,0,10.8,0,31150,31816,47643
1,31,0,0,1,7.0,1,55987,55920,42267
1,46,1,1,1,8.8,0,20794,21074,46433
0,52,0,0,1,13.0,0,49239,48791,34876
1,22,1,0,1,8.8,0,31791,32061,43876
0,29,0,1,1,7.0,0,50001,50282,41026
0,36,1,0,1,12.8,0,35655,36095,40628
1,22,0,0,1,11.0,0,23450,24582,48839
0,27,0,0,1,12.0,0,23773,24017,38815
0,30,0,0,0,13.0,0,59529,61176,35227
1,53,1,0,0,12.8,0,38253,37861,44484
1,21,0,0,0,8.0,0,34656,34010,50167
1,19,0,1,1,13.0,0,21526,22068,40179
0,25,0,0,1,10.0,1,53737,55003,42811
1,60,0,1,0,10.0,0,57366,56851,43820
0,47,0,1,0,13.0,0,34526,35093,42651
0,35,0,0,1,13.0,1,25238,25913,42245
0,58,0,1,0,10.0,0,54741,56632,49810
1,30,1,0,1,9.8,0,58457,59351,39283
1,58,0,0,0,9.0,0,38988,38289,46270
1,45,1,0,1,8.8,0,33362,35170,49473
0,30,1,0,1,9.8,0,20581,20628,44695
0,28,1,1,0,10.8,0,57214,57450,38003
1,45,0,0,1,11.0,0,36591,35113,44273
0,35,1,0,1,11.8,0,28142,29059,44522
1,54,0,0,0,7.0,0,56345,57230,42385
1,18,0,0,1,13.0,0,40874,39885,47710
0,20,1,0,1,6.8,0,34548,35432,35437
0,64,0,0,0,9.0,0,26909,26856,40388
0,37,0,0,1,7.0,0,36093,36634,43430
1,38,0,1,1,9.0,0,50817,49298,42949
0,44,0,0,0,8.0,0,33984,33057,38117
1,49,0,1,0,13.0,0,42397,43612,41731
0,35,0,1,0,7.0,1,50406,50670,33320
1,40,0,1,1,10.0,0,33049,34392,36100
1,51,0,0,0,13.0,0,59563,58427,50793
0,50,1,1,0,7.8,0,52326,52190,44474
1,61,1,1,0,6.8,0,30618,30393,45839
0,19,0,0,1,12.0,0,39254,38939,40733
0,53,0,0,0,9.0,0,33539,33443,42128
1,53,0,1,0,11.0,0,28581,28627,43458
0,55,0,1,1,8.0,0,23964,24785,40164
1,57,0,1,0,13.0,0,53506,53259,46754
1,28,1,0,1,11.8,0,24968,24553,41938
1,64,0,0,0,8.0,0,48188,47308,40254
1,55,0,1,1,13.0,0,37014,36566,49061
1,40,0,0,1,13.0,0,44020,43222,48729
0,27,0,0,1,7.0,0,44487,43434,46616
0,22,0,0,1,9.0,0,45141,45046,41247
1,51,1,0,1,8.8,0,26534,25777,43980
1,20,1,1,1,10.8,0,53590,53193,44821
0,27,1,0,1,6.8,0,32707,34149,38013
1,54,0,0,1,11.0,0,59694,59642,47960
1,34,0,0,1,13.0,0,31569,31044,40509
1,21,1,0,0,7.8,0,31435,31078,41058
1,29,0,0,1,10.0,0,29356,30476,42153
1,58,0,0,0,12.0,0,39824,38235,46913
1,49,0,0,1,12.0,0,22902,21724,43521
1,20,0,0,1,7.0,1,47095,47232,37584
0,43,1,0,1,8.8,0,23974,22232,40151
1,59,1,0,0,12.8,0,46788,46206,45885
1,33,0,0,0,12.0,0,50227,49701,41479
1,59,0,0,0,7.0,0,52560,53258,44412
1,57,0,0,0,13.0,0,32138,32110,43960
0,40,0,0,1,13.0,1,25320,24637,48472
0,63,1,0,0,9.8,0,31946,30848,41773
1,23,0,1,1,13.0,0,23045,21060,38257
1,20,0,0,1,9.0,0,39106,37852,45311
1,55,0,0,0,9.0,0,41511,40935,50018
0,40,0,0,0,11.0,0,53434,54885,40974
0,61,0,0,0,8.0,0,57330,55681,42000
0,22,0,1,0,13.0,1,54002,52902,39890
1,50,1,0,0,12.8,0,23373,22330,47564
0,61,0,0,0,9.0,0,32020,31723,48087
1,40,0,1,0,13.0,0,42692,41212,40557
0,29,0,0,0,12.0,0,59142,59866,36673
1,64,0,0,0,10.0,0,25891,26823,41393
0,22,0,1,1,11.0,1,41343,42763,34702
1,57,0,0,0,13.0,0,31928,31678,33385
1,35,1,1,1,6.8,0,51044,51464,45675
0,21,0,0,1,7.0,0,29229,29755,35592
0,28,0,0,1,9.0,0,24426,24444,40887
0,23,0,0,1,9.0,1,25544,26778,45517
0,56,1,1,1,7.8,0,32002,31746,43983
0,56,0,0,0,9.0,0,29790,30739,38291
0,36,1,0,0,8.8,0,32364,30900,35572
1,32,0,0,1,8.0,0,50410,50682,47487
0,41,0,0,1,9.0,0,24702,24505,36703
1,55,0,0,0,7.0,0,48757,48438,49736
0,23,0,0,1,11.0,0,35224,34981,42322
1,60,0,0,0,13.0,0,56273,56312,49836
0,52,1,0,1,9.8,0,34429,34217,45196
1,25,0,1,1,7.0,0,36861,37877,42761
0,20,0,1,1,13.0,1,27138,27100,42252
1,37,0,1,0,11.0,0,40781,40996,48157
1,32,0,0,1,13.0,0,21192,20203,46919
0,48,0,0,0,10.0,0,37487,37224,43398
0,39,0,0,1,13.0,0,42337,40798,43954
1,53,1,0,0,11.8,0,26132,25904,43938
0,62,0,0,1,13.0,0,36316,34787,36384
0,57,1,1,0,9.8,0,27547,28110,37725
1,31,0,0,1,13.0,1,49300,50147,32899
1,38,0,0,0,10.0,0,32285,32558,43849
0,54,1,1,0,6.8,0,50005,48556,43763
0,60,1,0,0,6.8,0,43918,45645,38441
1,21,0,0,1,9.0,1,23813,22933,44879
1,45,0,1,1,12.0,0,37298,36764,52839
0,24,0,0,1,13.0,0,38185,39246,33483
1,59,0,1,1,7.0,0,27919,26727,44172
1,41,1,0,1,11.8,0,44886,45104,43317
0,58,0,1,0,9.0,0,23537,23886,48565
0,21,0,0,0,13.0,1,48642,48919,36853
0,61,1,0,0,12.8,0,37780,36538,42862
1,18,1,0,1,9.8,1,37894,37121,40424
1,43,0,0,1,9.0,0,31992,33882,42848
0,55,1,0,0,9.8,0,24423,24793,40049
1,24,0,1,1,12.0,1,50867,51219,37603
0,61,0,1,0,13.0,0,52266,51219,39053
1,45,0,1,1,12.0,0,45957,46378,42231
0,30,0,0,1,13.0,0,39736,40266,40740
1,20,0,0,1,10.0,0,46519,48064,48187
1,40,0,0,1,12.0,0,50977,50752,45909
1,28,0,1,1,8.0,0,58479,57109,41013
0,21,0,1,0,11.0,0,27619,27193,40544
0,46,0,0,1,12.0,0,21754,23577,47087
1,48,1,1,1,6.8,0,36114,35434,44287
0,62,0,0,0,7.0,0,38901,37539,36831
1,55,0,0,0,8.0,0,38060,37183,43800
0,25,0,0,1,7.0,0,41878,41478,38840
1,47,0,0,1,13.0,0,35155,34810,43402
1,62,0,1,0,7.0,0,43017,44128,40666
0,61,0,1,0,8.0,0,47883,48841,50811
1,53,0,0,0,11.0,0,56116,54493,44681
0,54,0,0,0,8.0,0,20873,21750,39306
